threshold,accepted_count,coverage,selective_accuracy,selective_risk,escalation_rate
0.8366624400019647,1,0.01,1.0,0.0,0.99
0.822606159746647,2,0.02,1.0,0.0,0.98
0.7904426530003548,3,0.03,0.6666666666666666,0.33333333333333337,0.97
0.7893002778291702,4,0.04,0.75,0.25,0.96
0.7873205475509167,5,0.05,0.8,0.19999999999999996,0.95
0.7855167746543885,6,0.06,0.6666666666666666,0.33333333333333337,0.94
0.7843991555273533,7,0.07,0.5714285714285714,0.4285714285714286,0.9299999999999999
0.7830267280340195,8,0.08,0.5,0.5,0.92
0.7791073992848396,9,0.09,0.4444444444444444,0.5555555555555556,0.91
0.7719596609473229,10,0.1,0.4,0.6,0.9
0.770445939898491,11,0.11,0.36363636363636365,0.6363636363636364,0.89
0.7676359228789806,12,0.12,0.3333333333333333,0.6666666666666667,0.88
0.7659948371350767,13,0.13,0.3076923076923077,0.6923076923076923,0.87
0.7658633261919021,14,0.14,0.2857142857142857,0.7142857142857143,0.86
0.7613059759140015,15,0.15,0.3333333333333333,0.6666666666666667,0.85
0.7577937617897987,16,0.16,0.375,0.625,0.84
0.7572954446077347,17,0.17,0.35294117647058826,0.6470588235294117,0.83
0.750483700633049,18,0.18,0.3888888888888889,0.6111111111111112,0.8200000000000001
0.7502273306250573,19,0.19,0.42105263157894735,0.5789473684210527,0.81
0.7486382469534874,20,0.2,0.4,0.6,0.8
0.7453250013291837,21,0.21,0.42857142857142855,0.5714285714285714,0.79
0.7439618170261384,22,0.22,0.4090909090909091,0.5909090909090908,0.78
0.7434395335614682,23,0.23,0.391304347826087,0.6086956521739131,0.77
0.7434360347688198,24,0.24,0.375,0.625,0.76
0.7429781496524812,25,0.25,0.36,0.64,0.75
0.7424665316939354,26,0.26,0.34615384615384615,0.6538461538461539,0.74
0.7415703162550926,27,0.27,0.3333333333333333,0.6666666666666667,0.73
0.7413948103785515,28,0.28,0.32142857142857145,0.6785714285714286,0.72
0.7397455513477326,29,0.29,0.3103448275862069,0.6896551724137931,0.71
0.738423226773739,30,0.3,0.3333333333333333,0.6666666666666667,0.7
0.7375302702188493,31,0.31,0.3225806451612903,0.6774193548387097,0.69
0.7366378709673882,32,0.32,0.34375,0.65625,0.6799999999999999
0.7339037597179414,33,0.33,0.3333333333333333,0.6666666666666667,0.6699999999999999
0.7335542798042298,34,0.34,0.3235294117647059,0.6764705882352942,0.6599999999999999
0.7313226956874133,35,0.35,0.34285714285714286,0.6571428571428571,0.65
0.7288180936127902,36,0.36,0.3333333333333333,0.6666666666666667,0.64
0.7265047207474709,37,0.37,0.32432432432432434,0.6756756756756757,0.63
0.7264270767569543,38,0.38,0.34210526315789475,0.6578947368421053,0.62
0.725547866523266,39,0.39,0.3333333333333333,0.6666666666666667,0.61
0.723831394314766,40,0.4,0.325,0.675,0.6
0.722959501296282,41,0.41,0.3170731707317073,0.6829268292682926,0.5900000000000001
0.716152735054493,42,0.42,0.3333333333333333,0.6666666666666667,0.5800000000000001
0.7145021602511406,43,0.43,0.32558139534883723,0.6744186046511628,0.5700000000000001
0.7139956079423428,44,0.44,0.3181818181818182,0.6818181818181819,0.56
0.7129084065556527,45,0.45,0.3111111111111111,0.6888888888888889,0.55
0.7126411505043506,46,0.46,0.30434782608695654,0.6956521739130435,0.54
0.7125815398991109,47,0.47,0.3191489361702128,0.6808510638297872,0.53
0.7108350597321988,48,0.48,0.3333333333333333,0.6666666666666667,0.52
0.7085962645709516,49,0.49,0.32653061224489793,0.6734693877551021,0.51
0.7000958651304245,50,0.5,0.34,0.6599999999999999,0.5
0.6994874238967896,51,0.51,0.3333333333333333,0.6666666666666667,0.49
0.6985842049121858,52,0.52,0.3269230769230769,0.6730769230769231,0.48
0.6976245556026697,53,0.53,0.33962264150943394,0.6603773584905661,0.47
0.6966814778745175,54,0.54,0.3333333333333333,0.6666666666666667,0.45999999999999996
0.6940609022974968,55,0.55,0.32727272727272727,0.6727272727272727,0.44999999999999996
0.6935593783855438,56,0.56,0.32142857142857145,0.6785714285714286,0.43999999999999995
0.6928057685494424,57,0.57,0.3157894736842105,0.6842105263157895,0.43000000000000005
0.6916551083326341,58,0.58,0.3103448275862069,0.6896551724137931,0.42000000000000004
0.6885182477533818,59,0.59,0.3220338983050847,0.6779661016949152,0.41000000000000003
0.6851028529927135,60,0.6,0.31666666666666665,0.6833333333333333,0.4
0.6823963880538941,61,0.61,0.32786885245901637,0.6721311475409837,0.39
0.6815540745854378,62,0.62,0.3225806451612903,0.6774193548387097,0.38
0.6812245301902295,63,0.63,0.3333333333333333,0.6666666666666667,0.37
0.6806637767702342,64,0.64,0.328125,0.671875,0.36
0.6804084114730358,65,0.65,0.3230769230769231,0.676923076923077,0.35
0.6803500890731813,66,0.66,0.3333333333333333,0.6666666666666667,0.33999999999999997
0.6801922392100097,67,0.67,0.34328358208955223,0.6567164179104478,0.32999999999999996
0.6755027944222093,68,0.68,0.35294117647058826,0.6470588235294117,0.31999999999999995
0.6708717945031821,69,0.69,0.34782608695652173,0.6521739130434783,0.31000000000000005
0.6702418401837349,70,0.7,0.34285714285714286,0.6571428571428571,0.30000000000000004
0.6682498968206346,71,0.71,0.352112676056338,0.647887323943662,0.29000000000000004
0.6672881834208966,72,0.72,0.3611111111111111,0.6388888888888888,0.28
0.6667085770517589,73,0.73,0.3698630136986301,0.6301369863013699,0.27
0.6639239486306906,74,0.74,0.3783783783783784,0.6216216216216216,0.26
0.6619604853913188,75,0.75,0.38666666666666666,0.6133333333333333,0.25
