threshold,accepted_count,coverage,selective_accuracy,selective_risk,escalation_rate
0.7425597012042999,1,0.08333333333333333,0.0,1.0,0.9166666666666666
0.7299177944660187,2,0.16666666666666666,0.5,0.5,0.8333333333333334
0.7071581482887268,3,0.25,0.6666666666666666,0.33333333333333337,0.75
0.6866813600063324,4,0.3333333333333333,0.5,0.5,0.6666666666666667
0.6585812866687775,5,0.4166666666666667,0.6,0.4,0.5833333333333333
0.602536991238594,6,0.5,0.5,0.5,0.5
0.5832959413528442,7,0.5833333333333334,0.5714285714285714,0.4285714285714286,0.41666666666666663
0.571081280708313,8,0.6666666666666666,0.625,0.375,0.33333333333333337
0.5608174130320549,9,0.75,0.6666666666666666,0.33333333333333337,0.25
0.5422115474939346,10,0.8333333333333334,0.6,0.4,0.16666666666666663
0.5408023148775101,11,0.9166666666666666,0.6363636363636364,0.36363636363636365,0.08333333333333337
0.5223997719585896,12,1.0,0.6666666666666666,0.33333333333333337,0.0
