threshold,accepted_count,coverage,selective_accuracy,selective_risk,escalation_rate
0.8230004906654358,1,0.08333333333333333,1.0,0.0,0.9166666666666666
0.8163514733314514,2,0.16666666666666666,0.5,0.5,0.8333333333333334
0.7773983180522919,3,0.25,0.6666666666666666,0.33333333333333337,0.75
0.7752859592437744,4,0.3333333333333333,0.75,0.25,0.6666666666666667
0.7708116769790649,5,0.4166666666666667,0.6,0.4,0.5833333333333333
0.759187638759613,6,0.5,0.5,0.5,0.5
0.7541184425354004,7,0.5833333333333334,0.5714285714285714,0.4285714285714286,0.41666666666666663
0.7445070296525955,8,0.6666666666666666,0.5,0.5,0.33333333333333337
0.7304094731807709,9,0.75,0.5555555555555556,0.4444444444444444,0.25
0.716693177819252,10,0.8333333333333334,0.6,0.4,0.16666666666666663
0.7137456089258194,11,0.9166666666666666,0.6363636363636364,0.36363636363636365,0.08333333333333337
0.6899964958429337,12,1.0,0.6666666666666666,0.33333333333333337,0.0
