threshold,accepted_count,coverage,selective_accuracy,selective_risk,escalation_rate
0.8342598676681519,1,0.01,1.0,0.0,0.99
0.8307992219924927,2,0.02,1.0,0.0,0.98
0.8212928175926208,3,0.03,0.6666666666666666,0.33333333333333337,0.97
0.7948012053966522,4,0.04,0.5,0.5,0.96
0.7916062474250793,5,0.05,0.4,0.6,0.95
0.7710074484348297,6,0.06,0.5,0.5,0.94
0.7538846135139465,7,0.07,0.42857142857142855,0.5714285714285714,0.9299999999999999
0.7533667981624603,8,0.08,0.375,0.625,0.92
0.747635543346405,9,0.09,0.3333333333333333,0.6666666666666667,0.91
0.7475185841321945,10,0.1,0.3,0.7,0.9
0.7468715012073517,11,0.11,0.2727272727272727,0.7272727272727273,0.89
0.7425597012042999,12,0.12,0.25,0.75,0.88
0.741373285651207,13,0.13,0.3076923076923077,0.6923076923076923,0.87
0.7390815615653992,14,0.14,0.2857142857142857,0.7142857142857143,0.86
0.735601395368576,15,0.15,0.26666666666666666,0.7333333333333334,0.85
0.7345750480890274,16,0.16,0.25,0.75,0.84
0.732351690530777,17,0.17,0.23529411764705882,0.7647058823529411,0.83
0.7211087495088577,18,0.18,0.2777777777777778,0.7222222222222222,0.8200000000000001
0.720029816031456,19,0.19,0.2631578947368421,0.736842105263158,0.81
0.7135511636734009,20,0.2,0.25,0.75,0.8
0.7084536254405975,21,0.21,0.2857142857142857,0.7142857142857143,0.79
0.708237886428833,22,0.22,0.2727272727272727,0.7272727272727273,0.78
0.7003048956394196,23,0.23,0.30434782608695654,0.6956521739130435,0.77
0.700227752327919,24,0.24,0.2916666666666667,0.7083333333333333,0.76
0.699986532330513,25,0.25,0.32,0.6799999999999999,0.75
0.6986046433448792,26,0.26,0.34615384615384615,0.6538461538461539,0.74
0.6918777823448181,27,0.27,0.37037037037037035,0.6296296296296297,0.73
0.6912972033023834,28,0.28,0.35714285714285715,0.6428571428571428,0.72
0.6885138601064682,29,0.29,0.3448275862068966,0.6551724137931034,0.71
0.688044860959053,30,0.3,0.3333333333333333,0.6666666666666667,0.7
0.6793563216924667,31,0.31,0.3548387096774194,0.6451612903225806,0.69
0.6737193316221237,32,0.32,0.375,0.625,0.6799999999999999
0.6677709519863129,33,0.33,0.3939393939393939,0.6060606060606061,0.6699999999999999
0.6647364944219589,34,0.34,0.38235294117647056,0.6176470588235294,0.6599999999999999
0.6626360714435577,35,0.35,0.37142857142857144,0.6285714285714286,0.65
0.6579678505659103,36,0.36,0.3888888888888889,0.6111111111111112,0.64
0.6547583043575287,37,0.37,0.3783783783783784,0.6216216216216216,0.63
0.6542436182498932,38,0.38,0.39473684210526316,0.6052631578947368,0.62
0.6542194783687592,39,0.39,0.38461538461538464,0.6153846153846154,0.61
0.6527236551046371,40,0.4,0.375,0.625,0.6
0.6519155949354172,41,0.41,0.3902439024390244,0.6097560975609756,0.5900000000000001
0.6512311846017838,42,0.42,0.38095238095238093,0.6190476190476191,0.5800000000000001
0.6511646509170532,43,0.43,0.37209302325581395,0.627906976744186,0.5700000000000001
0.6497525125741959,44,0.44,0.36363636363636365,0.6363636363636364,0.56
0.6481955945491791,45,0.45,0.35555555555555557,0.6444444444444444,0.55
0.6467710435390472,46,0.46,0.34782608695652173,0.6521739130434783,0.54
0.6462111920118332,47,0.47,0.3404255319148936,0.6595744680851063,0.53
0.6385182440280914,48,0.48,0.3333333333333333,0.6666666666666667,0.52
0.6354308575391769,49,0.49,0.3469387755102041,0.653061224489796,0.51
0.6198839694261551,50,0.5,0.34,0.6599999999999999,0.5
0.6147020608186722,51,0.51,0.3333333333333333,0.6666666666666667,0.49
0.6102675572037697,52,0.52,0.3269230769230769,0.6730769230769231,0.48
0.6082372963428497,53,0.53,0.32075471698113206,0.679245283018868,0.47
0.6075939387083054,54,0.54,0.3333333333333333,0.6666666666666667,0.45999999999999996
0.6061930879950523,55,0.55,0.32727272727272727,0.6727272727272727,0.44999999999999996
0.6055720746517181,56,0.56,0.3392857142857143,0.6607142857142857,0.43999999999999995
0.6026794612407684,57,0.57,0.3333333333333333,0.6666666666666667,0.43000000000000005
0.6025452241301537,58,0.58,0.3275862068965517,0.6724137931034483,0.42000000000000004
0.6008074134588242,59,0.59,0.3389830508474576,0.6610169491525424,0.41000000000000003
0.5987880229949951,60,0.6,0.3333333333333333,0.6666666666666667,0.4
0.5974680930376053,61,0.61,0.32786885245901637,0.6721311475409837,0.39
0.585300512611866,62,0.62,0.3387096774193548,0.6612903225806452,0.38
0.5840053036808968,63,0.63,0.3333333333333333,0.6666666666666667,0.37
0.5803747326135635,64,0.64,0.328125,0.671875,0.36
0.5755312442779541,65,0.65,0.3384615384615385,0.6615384615384615,0.35
0.571081280708313,66,0.66,0.3484848484848485,0.6515151515151515,0.33999999999999997
0.5696466118097305,67,0.67,0.34328358208955223,0.6567164179104478,0.32999999999999996
0.5695523768663406,68,0.68,0.35294117647058826,0.6470588235294117,0.31999999999999995
0.5635408908128738,69,0.69,0.34782608695652173,0.6521739130434783,0.31000000000000005
0.5601663663983345,70,0.7,0.34285714285714286,0.6571428571428571,0.30000000000000004
0.5600587390363216,71,0.71,0.3380281690140845,0.6619718309859155,0.29000000000000004
0.5549307689070702,72,0.72,0.3472222222222222,0.6527777777777778,0.28
0.5546886920928955,73,0.73,0.3561643835616438,0.6438356164383562,0.27
0.5534574314951897,74,0.74,0.36486486486486486,0.6351351351351351,0.26
0.5528754405677319,75,0.75,0.37333333333333335,0.6266666666666667,0.25
0.5460781641304493,76,0.76,0.3815789473684211,0.618421052631579,0.24
0.5453691408038139,77,0.77,0.38961038961038963,0.6103896103896104,0.22999999999999998
0.5428573116660118,78,0.78,0.3974358974358974,0.6025641025641026,0.21999999999999997
0.5423028096556664,79,0.79,0.4050632911392405,0.5949367088607596,0.20999999999999996
0.5413465164601803,80,0.8,0.4,0.6,0.19999999999999996
0.5405527576804161,81,0.81,0.3950617283950617,0.6049382716049383,0.18999999999999995
0.5351519621908665,82,0.82,0.4024390243902439,0.5975609756097561,0.18000000000000005
0.5315392315387726,83,0.83,0.39759036144578314,0.6024096385542168,0.17000000000000004
0.5275678187608719,84,0.84,0.40476190476190477,0.5952380952380952,0.16000000000000003
0.5258996970951557,85,0.85,0.4117647058823529,0.5882352941176471,0.15000000000000002
0.5256646014750004,86,0.86,0.4186046511627907,0.5813953488372092,0.14
0.5226630009710789,87,0.87,0.41379310344827586,0.5862068965517242,0.13
0.5219009183347225,88,0.88,0.4090909090909091,0.5909090909090908,0.12
0.5182418804615736,89,0.89,0.4044943820224719,0.5955056179775281,0.10999999999999999
0.5182087868452072,90,0.9,0.4111111111111111,0.5888888888888889,0.09999999999999998
0.517181783914566,91,0.91,0.4175824175824176,0.5824175824175823,0.08999999999999997
0.5106620015576482,92,0.92,0.41304347826086957,0.5869565217391304,0.07999999999999996
0.5075647803023458,93,0.93,0.40860215053763443,0.5913978494623655,0.06999999999999995
0.5042479913681746,94,0.94,0.4148936170212766,0.5851063829787234,0.06000000000000005
0.49911658838391304,95,0.95,0.4105263157894737,0.5894736842105264,0.050000000000000044
0.4947422966361046,96,0.96,0.40625,0.59375,0.040000000000000036
0.4912516502663493,97,0.97,0.4020618556701031,0.5979381443298969,0.030000000000000027
0.4838706664741039,98,0.98,0.3979591836734694,0.6020408163265306,0.020000000000000018
0.46667255833745,99,0.99,0.3939393939393939,0.6060606060606061,0.010000000000000009
0.46132727712392807,100,1.0,0.39,0.61,0.0
