threshold,accepted_count,coverage,selective_accuracy,selective_risk,escalation_rate
0.7434360347688198,1,0.08333333333333333,0.0,1.0,0.9166666666666666
0.7301390282809734,2,0.16666666666666666,0.5,0.5,0.8333333333333334
0.7245399832725525,3,0.25,0.3333333333333333,0.6666666666666667,0.75
0.7110984057188035,4,0.3333333333333333,0.5,0.5,0.6666666666666667
0.7101225391030312,5,0.4166666666666667,0.6,0.4,0.5833333333333333
0.6730296973139047,6,0.5,0.5,0.5,0.5
0.6655744791030884,7,0.5833333333333334,0.42857142857142855,0.5714285714285714,0.41666666666666663
0.6639239486306906,8,0.6666666666666666,0.5,0.5,0.33333333333333337
0.6601660124957562,9,0.75,0.5555555555555556,0.4444444444444444,0.25
0.657670147716999,10,0.8333333333333334,0.6,0.4,0.16666666666666663
0.6309615459293128,11,0.9166666666666666,0.6363636363636364,0.36363636363636365,0.08333333333333337
0.6079396329820157,12,1.0,0.6666666666666666,0.33333333333333337,0.0
