threshold,accepted_count,coverage,selective_accuracy,selective_risk,escalation_rate
0.8366624429821968,1,0.01,1.0,0.0,0.99
0.8226061463356018,2,0.02,1.0,0.0,0.98
0.7904426261782647,3,0.03,0.6666666666666666,0.33333333333333337,0.97
0.7893002480268478,4,0.04,0.75,0.25,0.96
0.7873205609619618,5,0.05,0.8,0.19999999999999996,0.95
0.7855167344212532,6,0.06,0.6666666666666666,0.33333333333333337,0.94
0.7843991860747338,7,0.07,0.5714285714285714,0.4285714285714286,0.9299999999999999
0.7830267339944841,8,0.08,0.5,0.5,0.92
0.7791074022650719,9,0.09,0.4444444444444444,0.5555555555555556,0.91
0.7719596475362778,10,0.1,0.4,0.6,0.9
0.7704459264874459,11,0.11,0.36363636363636365,0.6363636363636364,0.89
0.7676359228789806,12,0.12,0.3333333333333333,0.6666666666666667,0.88
0.7659948617219925,13,0.13,0.3076923076923077,0.6923076923076923,0.87
0.7658632367849351,14,0.14,0.2857142857142857,0.7142857142857143,0.86
0.7613060116767884,15,0.15,0.3333333333333333,0.6666666666666667,0.85
0.7577937811613082,16,0.16,0.375,0.625,0.84
0.7572954960167408,17,0.17,0.35294117647058826,0.6470588235294117,0.83
0.7504837103188038,18,0.18,0.3888888888888889,0.6111111111111112,0.8200000000000001
0.7502272792160511,19,0.19,0.42105263157894735,0.5789473684210527,0.81
0.7486382305622101,20,0.2,0.4,0.6,0.8
0.7453249961137772,21,0.21,0.42857142857142855,0.5714285714285714,0.79
0.7439618386328222,22,0.22,0.4090909090909091,0.5909090909090908,0.78
0.7434395410120488,23,0.23,0.391304347826087,0.6086956521739131,0.77
0.743435999006033,24,0.24,0.375,0.625,0.76
0.7429781034588814,25,0.25,0.36,0.64,0.75
0.7424665696918965,26,0.26,0.34615384615384615,0.6538461538461539,0.74
0.7415703162550926,27,0.27,0.3333333333333333,0.6666666666666667,0.73
0.741394829005003,28,0.28,0.32142857142857145,0.6785714285714286,0.72
0.7397455349564552,29,0.29,0.3103448275862069,0.6896551724137931,0.71
0.738423278182745,30,0.3,0.3333333333333333,0.6666666666666667,0.7
0.7375302158296109,31,0.31,0.3225806451612903,0.6774193548387097,0.69
0.7366378657519818,32,0.32,0.34375,0.65625,0.6799999999999999
0.7339037463068963,33,0.33,0.3333333333333333,0.6666666666666667,0.6699999999999999
0.7335543125867844,34,0.34,0.3235294117647059,0.6764705882352942,0.6599999999999999
0.7313226647675037,35,0.35,0.34285714285714286,0.6571428571428571,0.65
0.7288180463016034,36,0.36,0.3333333333333333,0.6666666666666667,0.64
0.7265047371387483,37,0.37,0.32432432432432434,0.6756756756756757,0.63
0.7264270447194576,38,0.38,0.34210526315789475,0.6578947368421053,0.62
0.7255478776991368,39,0.39,0.3333333333333333,0.6666666666666667,0.61
0.7238313511013985,40,0.4,0.325,0.675,0.6
0.7229595385491848,41,0.41,0.3170731707317073,0.6829268292682926,0.5900000000000001
0.7161527052521706,42,0.42,0.3333333333333333,0.6666666666666667,0.5800000000000001
0.7145020935684443,43,0.43,0.32558139534883723,0.6744186046511628,0.5700000000000001
0.7139956314116717,44,0.44,0.3181818181818182,0.6818181818181819,0.56
0.7129083797335625,45,0.45,0.3111111111111111,0.6888888888888889,0.55
0.7126411832869053,46,0.46,0.30434782608695654,0.6956521739130435,0.54
0.7125815697014333,47,0.47,0.3191489361702128,0.6808510638297872,0.53
0.7108350180089474,48,0.48,0.3333333333333333,0.6666666666666667,0.52
0.7085962750017644,49,0.49,0.32653061224489793,0.6734693877551021,0.51
0.6994874835014344,50,0.5,0.32,0.6799999999999999,0.5
0.6985841698944569,51,0.51,0.3137254901960784,0.6862745098039216,0.49
0.6976246234029532,52,0.52,0.3269230769230769,0.6730769230769231,0.48
0.6966814637184144,53,0.53,0.32075471698113206,0.679245283018868,0.47
0.6940609361976385,54,0.54,0.3148148148148148,0.6851851851851851,0.45999999999999996
0.6935593649744989,55,0.55,0.3090909090909091,0.6909090909090909,0.44999999999999996
0.6928057562559844,56,0.56,0.30357142857142855,0.6964285714285714,0.43999999999999995
0.6916550423949956,57,0.57,0.2982456140350877,0.7017543859649122,0.43000000000000005
0.6885182529687881,58,0.58,0.3103448275862069,0.6896551724137931,0.42000000000000004
0.6851028386503459,59,0.59,0.3050847457627119,0.6949152542372881,0.41000000000000003
0.6823964111506939,60,0.6,0.31666666666666665,0.6833333333333333,0.4
0.6815540993586182,61,0.61,0.3114754098360656,0.6885245901639344,0.39
0.6812245979905129,62,0.62,0.3225806451612903,0.6774193548387097,0.38
0.680663799494505,63,0.63,0.31746031746031744,0.6825396825396826,0.37
0.680408385861665,64,0.64,0.3125,0.6875,0.36
0.6803501218557358,65,0.65,0.3230769230769231,0.676923076923077,0.35
0.6801922105252743,66,0.66,0.3333333333333333,0.6666666666666667,0.33999999999999997
0.6755028067156672,67,0.67,0.34328358208955223,0.6567164179104478,0.32999999999999996
0.6739943796768785,68,0.68,0.3382352941176471,0.6617647058823529,0.31999999999999995
0.6708718245849015,69,0.69,0.3333333333333333,0.6666666666666667,0.31000000000000005
0.6702418886125088,70,0.7,0.32857142857142857,0.6714285714285715,0.30000000000000004
0.6682499431073666,71,0.71,0.3380281690140845,0.6619718309859155,0.29000000000000004
0.6672881700098514,72,0.72,0.3472222222222222,0.6527777777777778,0.28
0.6667085442692042,73,0.73,0.3561643835616438,0.6438356164383562,0.27
0.6639239475131036,74,0.74,0.36486486486486486,0.6351351351351351,0.26
0.6619605008512736,75,0.75,0.37333333333333335,0.6266666666666667,0.25
0.6619520962238312,76,0.76,0.3684210526315789,0.631578947368421,0.24
0.6609477935358883,77,0.77,0.37662337662337664,0.6233766233766234,0.22999999999999998
0.6594657784327865,78,0.78,0.38461538461538464,0.6153846153846154,0.21999999999999997
0.6570910759270192,79,0.79,0.3924050632911392,0.6075949367088608,0.20999999999999996
0.6566676266491414,80,0.8,0.3875,0.6125,0.19999999999999996
0.6556323423981667,81,0.81,0.38271604938271603,0.617283950617284,0.18999999999999995
0.6486966166645289,82,0.82,0.3902439024390244,0.6097560975609756,0.18000000000000005
0.644920539855957,83,0.83,0.39759036144578314,0.6024096385542168,0.17000000000000004
0.6429370537400246,84,0.84,0.39285714285714285,0.6071428571428572,0.16000000000000003
0.6427685175091029,85,0.85,0.4,0.6,0.15000000000000002
0.640224453015253,86,0.86,0.3953488372093023,0.6046511627906976,0.14
0.6393063265830279,87,0.87,0.40229885057471265,0.5977011494252873,0.13
0.6358236102387309,88,0.88,0.3977272727272727,0.6022727272727273,0.12
0.6350605621933938,89,0.89,0.4044943820224719,0.5955056179775281,0.10999999999999999
0.6346168512478472,90,0.9,0.4,0.6,0.09999999999999998
0.6310801224783062,91,0.91,0.3956043956043956,0.6043956043956045,0.08999999999999997
0.6308424761518836,92,0.92,0.40217391304347827,0.5978260869565217,0.07999999999999996
0.6297155007719994,93,0.93,0.3978494623655914,0.6021505376344086,0.06999999999999995
0.6212832583114505,94,0.94,0.39361702127659576,0.6063829787234043,0.06000000000000005
0.6212413818109781,95,0.95,0.3894736842105263,0.6105263157894737,0.050000000000000044
0.6154340581968427,96,0.96,0.3958333333333333,0.6041666666666667,0.040000000000000036
0.6051931995898485,97,0.97,0.3917525773195876,0.6082474226804124,0.030000000000000027
0.5998483252711595,98,0.98,0.3979591836734694,0.6020408163265306,0.020000000000000018
0.5852203785907477,99,0.99,0.3939393939393939,0.6060606060606061,0.010000000000000009
0.5770772594958544,100,1.0,0.39,0.61,0.0
